+0.000000e+000	   -3.566235e+001
+3.125000e+001	   -7.721437e+000
+6.250000e+001	   -6.401181e-002
+9.375000e+001	   +3.433205e+000
+1.250000e+002	   +5.247807e+000
+1.562500e+002	   +6.872594e+000
+1.875000e+002	   +7.780515e+000
+2.187500e+002	   +8.187963e+000
+2.500000e+002	   +8.828924e+000
+2.812500e+002	   +8.851242e+000
+3.125000e+002	   +9.401217e+000
+3.437500e+002	   +9.992230e+000
+3.750000e+002	   +1.024640e+001
+4.062500e+002	   +1.035098e+001
+4.375000e+002	   +1.071400e+001
+4.687500e+002	   +1.053551e+001
+5.000000e+002	   +1.059191e+001
+5.312500e+002	   +1.064976e+001
+5.625000e+002	   +1.070850e+001
+5.937500e+002	   +1.081118e+001
+6.250000e+002	   +1.082944e+001
+6.562500e+002	   +1.113930e+001
+6.875000e+002	   +1.150926e+001
+7.187500e+002	   +1.167401e+001
+7.500000e+002	   +1.207197e+001
+7.812500e+002	   +1.205303e+001
+8.125000e+002	   +1.180934e+001
+8.437500e+002	   +1.200983e+001
+8.750000e+002	   +1.192783e+001
+9.062500e+002	   +1.139568e+001
+9.375000e+002	   +1.113562e+001
+9.687500e+002	   +1.130358e+001
+1.000000e+003	   +1.128889e+001
+1.031250e+003	   +1.149146e+001
+1.062500e+003	   +1.183389e+001
+1.093750e+003	   +1.192789e+001
+1.125000e+003	   +1.198227e+001
+1.156250e+003	   +1.198706e+001
+1.187500e+003	   +1.214886e+001
+1.218750e+003	   +1.213194e+001
+1.250000e+003	   +1.200267e+001
+1.281250e+003	   +1.171449e+001
+1.312500e+003	   +1.099279e+001
+1.343750e+003	   +1.104118e+001
+1.375000e+003	   +1.043822e+001
+1.406250e+003	   +9.672910e+000
+1.437500e+003	   +8.728175e+000
+1.468750e+003	   +8.603146e+000
+1.500000e+003	   +8.757234e+000
+1.531250e+003	   +8.627305e+000
+1.562500e+003	   +8.869413e+000
+1.593750e+003	   +9.125230e+000
+1.625000e+003	   +9.489558e+000
+1.656250e+003	   +9.694236e+000
+1.687500e+003	   +1.026753e+001
+1.718750e+003	   +1.030061e+001
+1.750000e+003	   +1.053932e+001
+1.781250e+003	   +1.075911e+001
+1.812500e+003	   +1.098686e+001
+1.843750e+003	   +1.144650e+001
+1.875000e+003	   +1.165296e+001
+1.906250e+003	   +1.146064e+001
+1.937500e+003	   +1.163147e+001
+1.968750e+003	   +1.139771e+001
+2.000000e+003	   +1.093474e+001
+2.031250e+003	   +1.059634e+001
+2.062500e+003	   +9.860085e+000
+2.093750e+003	   +9.575921e+000
+2.125000e+003	   +9.162934e+000
+2.156250e+003	   +8.657127e+000
+2.187500e+003	   +8.279995e+000
+2.218750e+003	   +7.911808e+000
+2.250000e+003	   +7.327084e+000
+2.281250e+003	   +6.990235e+000
+2.312500e+003	   +6.514389e+000
+2.343750e+003	   +6.081795e+000
+2.375000e+003	   +5.393610e+000
+2.406250e+003	   +5.052323e+000
+2.437500e+003	   +4.829819e+000
+2.468750e+003	   +4.592013e+000
+2.500000e+003	   +4.039731e+000
+2.531250e+003	   +3.663040e+000
+2.562500e+003	   +2.991303e+000
+2.593750e+003	   +2.076907e+000
+2.625000e+003	   +1.700754e+000
+2.656250e+003	   +9.182692e-001
+2.687500e+003	   +8.718687e-001
+2.718750e+003	   +3.076559e-002
+2.750000e+003	   -2.068871e-001
+2.781250e+003	   -4.894331e-001
+2.812500e+003	   -2.964703e-001
+2.843750e+003	   -8.623086e-001
+2.875000e+003	   -1.305305e+000
+2.906250e+003	   -2.046667e+000
+2.937500e+003	   -2.261519e+000
+2.968750e+003	   -2.793683e+000
+3.000000e+003	   -3.583819e+000
+3.031250e+003	   -3.649065e+000
+3.062500e+003	   -4.516728e+000
+3.093750e+003	   -4.875799e+000
+3.125000e+003	   -5.160368e+000
+3.156250e+003	   -5.377488e+000
+3.187500e+003	   -6.120782e+000
+3.218750e+003	   -6.294197e+000
+3.250000e+003	   -6.159606e+000
+3.281250e+003	   -6.408058e+000
+3.312500e+003	   -6.218203e+000
+3.343750e+003	   -6.887522e+000
+3.375000e+003	   -7.780128e+000
+3.406250e+003	   -9.494171e+000
+3.437500e+003	   -1.137772e+001
+3.468750e+003	   -1.210321e+001
+3.500000e+003	   -1.097860e+001
+3.531250e+003	   -1.037581e+001
+3.562500e+003	   -8.956022e+000
+3.593750e+003	   -8.058056e+000
+3.625000e+003	   -6.487434e+000
+3.656250e+003	   -5.155832e+000
+3.687500e+003	   -4.083122e+000
