+0.000000e+000	   -1.245277e+001
+3.125000e+001	   -5.638078e+000
+6.250000e+001	   +1.482844e+000
+9.375000e+001	   +3.639354e+000
+1.250000e+002	   +5.780545e+000
+1.562500e+002	   +7.309356e+000
+1.875000e+002	   +8.112918e+000
+2.187500e+002	   +8.530780e+000
+2.500000e+002	   +9.122308e+000
+2.812500e+002	   +9.422048e+000
+3.125000e+002	   +9.918569e+000
+3.437500e+002	   +1.027088e+001
+3.750000e+002	   +1.046591e+001
+4.062500e+002	   +1.043547e+001
+4.375000e+002	   +1.109202e+001
+4.687500e+002	   +1.087373e+001
+5.000000e+002	   +1.065383e+001
+5.312500e+002	   +1.078967e+001
+5.625000e+002	   +1.101783e+001
+5.937500e+002	   +1.111444e+001
+6.250000e+002	   +1.100583e+001
+6.562500e+002	   +1.139782e+001
+6.875000e+002	   +1.165639e+001
+7.187500e+002	   +1.192146e+001
+7.500000e+002	   +1.224346e+001
+7.812500e+002	   +1.228022e+001
+8.125000e+002	   +1.196342e+001
+8.437500e+002	   +1.224370e+001
+8.750000e+002	   +1.202248e+001
+9.062500e+002	   +1.147239e+001
+9.375000e+002	   +1.131660e+001
+9.687500e+002	   +1.146309e+001
+1.000000e+003	   +1.141647e+001
+1.031250e+003	   +1.160218e+001
+1.062500e+003	   +1.200510e+001
+1.093750e+003	   +1.198763e+001
+1.125000e+003	   +1.214207e+001
+1.156250e+003	   +1.216542e+001
+1.187500e+003	   +1.227523e+001
+1.218750e+003	   +1.218902e+001
+1.250000e+003	   +1.211121e+001
+1.281250e+003	   +1.171917e+001
+1.312500e+003	   +1.132144e+001
+1.343750e+003	   +1.091487e+001
+1.375000e+003	   +1.041337e+001
+1.406250e+003	   +9.574358e+000
+1.437500e+003	   +9.022535e+000
+1.468750e+003	   +8.747495e+000
+1.500000e+003	   +8.825673e+000
+1.531250e+003	   +8.830745e+000
+1.562500e+003	   +8.800734e+000
+1.593750e+003	   +9.219349e+000
+1.625000e+003	   +9.521993e+000
+1.656250e+003	   +9.785350e+000
+1.687500e+003	   +1.009359e+001
+1.718750e+003	   +1.044068e+001
+1.750000e+003	   +1.078605e+001
+1.781250e+003	   +1.086899e+001
+1.812500e+003	   +1.117107e+001
+1.843750e+003	   +1.154018e+001
+1.875000e+003	   +1.163065e+001
+1.906250e+003	   +1.167897e+001
+1.937500e+003	   +1.159093e+001
+1.968750e+003	   +1.151920e+001
+2.000000e+003	   +1.108614e+001
+2.031250e+003	   +1.045956e+001
+2.062500e+003	   +1.008700e+001
+2.093750e+003	   +9.678681e+000
+2.125000e+003	   +9.213890e+000
+2.156250e+003	   +8.762532e+000
+2.187500e+003	   +8.308031e+000
+2.218750e+003	   +7.875785e+000
+2.250000e+003	   +7.463624e+000
+2.281250e+003	   +6.974268e+000
+2.312500e+003	   +6.683824e+000
+2.343750e+003	   +6.070871e+000
+2.375000e+003	   +5.603235e+000
+2.406250e+003	   +5.076256e+000
+2.437500e+003	   +4.991235e+000
+2.468750e+003	   +4.578663e+000
+2.500000e+003	   +4.138495e+000
+2.531250e+003	   +3.584731e+000
+2.562500e+003	   +3.122563e+000
+2.593750e+003	   +2.313756e+000
+2.625000e+003	   +1.540810e+000
+2.656250e+003	   +1.268450e+000
+2.687500e+003	   +9.521293e-001
+2.718750e+003	   +5.057274e-001
+2.750000e+003	   +2.631116e-003
+2.781250e+003	   -3.305296e-001
+2.812500e+003	   -3.868773e-001
+2.843750e+003	   -9.745697e-001
+2.875000e+003	   -1.307053e+000
+2.906250e+003	   -1.908224e+000
+2.937500e+003	   -2.186410e+000
+2.968750e+003	   -2.904860e+000
+3.000000e+003	   -3.554680e+000
+3.031250e+003	   -3.548135e+000
+3.062500e+003	   -4.353766e+000
+3.093750e+003	   -5.021455e+000
+3.125000e+003	   -5.215518e+000
+3.156250e+003	   -5.419527e+000
+3.187500e+003	   -5.797864e+000
+3.218750e+003	   -5.765861e+000
+3.250000e+003	   -5.901040e+000
+3.281250e+003	   -6.280262e+000
