%Source,CH1,CH2
%Second,Volt,Volt
-0.01212800015,-4.31200,3.97600
-0.01212599967,-4.20000,3.97600
-0.01212400012,-4.14400,4.08800
-0.01212199964,-4.14400,4.14400
-0.01212000009,-4.03200,4.14400
-0.01211799961,-4.03200,4.25600
-0.01211600006,-3.97600,4.25600
-0.01211399958,-3.97600,4.25600
-0.01211200003,-3.92000,4.31200
-0.01210999954,-3.80800,4.31200
-0.01210800000,-3.75200,4.31200
-0.01210599951,-3.80800,4.42400
-0.01210399996,-3.75200,4.48000
-0.01210200042,-3.64000,4.48000
-0.01209999993,-3.58400,4.48000
-0.01209800038,-3.58400,4.59200
-0.01209599990,-3.47200,4.59200
-0.01209400035,-3.41600,4.64800
-0.01209199987,-3.36000,4.59200
-0.01209000032,-3.36000,4.64800
-0.01208799984,-3.24800,4.64800
-0.01208600029,-3.19200,4.64800
-0.01208399981,-3.08000,4.76000
-0.01208200026,-3.08000,4.81600
-0.01207999978,-3.02400,4.81600
-0.01207800023,-3.02400,4.81600
-0.01207599975,-2.91200,4.87200
-0.01207400020,-2.85600,4.87200
-0.01207199972,-2.85600,4.87200
-0.01207000017,-2.80000,4.87200
-0.01206799969,-2.68800,4.87200
-0.01206600014,-2.68800,4.87200
-0.01206399966,-2.63200,4.98400
-0.01206200011,-2.52000,4.98400
-0.01205999963,-2.46400,4.98400
-0.01205800008,-2.46400,5.04000
-0.01205599960,-2.29600,4.98400
-0.01205400005,-2.29600,5.04000
-0.01205199957,-2.24000,5.04000
-0.01205000002,-2.12800,5.04000
-0.01204799954,-2.07200,5.04000
-0.01204599999,-1.96000,5.15200
-0.01204399951,-1.96000,5.15200
-0.01204199996,-1.79200,5.15200
-0.01204000041,-1.79200,5.15200
-0.01203799993,-1.79200,5.15200
-0.01203600038,-1.68000,5.15200
-0.01203399990,-1.68000,5.15200
-0.01203200035,-1.56800,5.20800
-0.01202999987,-1.51200,5.15200
-0.01202800032,-1.34400,5.20800
-0.01202599984,-1.34400,5.20800
-0.01202400029,-1.23200,5.20800
-0.01202199981,-1.17600,5.20800
-0.01202000026,-1.17600,5.20800
-0.01201799978,-1.12000,5.15200
-0.01201600023,-1.00800,5.20800
-0.01201399975,-1.00800,5.15200
-0.01201200020,-0.84000,5.20800
-0.01200999971,-0.78400,5.15200
-0.01200800017,-0.67200,5.20800
-0.01200599968,-0.67200,5.20800
-0.01200400013,-0.61600,5.20800
-0.01200199965,-0.56000,5.20800
-0.01200000010,-0.44800,5.15200
-0.01199799962,-0.39200,5.15200
-0.01199600007,-0.39200,5.15200
-0.01199399959,-0.22400,5.15200
-0.01199200004,-0.22400,5.15200
-0.01198999956,-0.11200,5.15200
-0.01198800001,-0.05600,5.04000
-0.01198599953,-0.05600,5.04000
-0.01198399998,0.11200,5.04000
-0.01198200043,0.11200,5.04000
-0.01197999995,0.28000,4.98400
-0.01197800040,0.28000,5.04000
-0.01197599992,0.44800,4.98400
-0.01197400037,0.44800,4.98400
-0.01197199989,0.56000,4.98400
-0.01197000034,0.56000,4.98400
-0.01196799986,0.67200,4.87200
-0.01196600031,0.72800,4.87200
-0.01196399983,0.84000,4.87200
-0.01196200028,0.89600,4.87200
-0.01195999980,0.89600,4.87200
-0.01195800025,1.00800,4.81600
-0.01195599977,1.06400,4.81600
-0.01195400022,1.12000,4.76000
-0.01195199974,1.23200,4.81600
-0.01195000019,1.28800,4.76000
-0.01194799971,1.28800,4.76000
-0.01194600016,1.40000,4.64800
-0.01194399968,1.45600,4.64800
-0.01194200013,1.56800,4.59200
-0.01193999965,1.62400,4.59200
-0.01193800010,1.68000,4.59200
-0.01193599962,1.79200,4.59200
-0.01193400007,1.84800,4.48000
-0.01193199959,1.84800,4.48000
-0.01193000004,1.96000,4.42400
-0.01192799956,2.01600,4.42400
-0.01192600001,2.12800,4.31200
-0.01192399953,2.12800,4.31200
-0.01192199998,2.18400,4.31200
-0.01192000043,2.24000,4.25600
-0.01191799995,2.35200,4.25600
-0.01191600040,2.35200,4.14400
-0.01191399992,2.40800,4.14400
-0.01191200037,2.52000,4.08800
-0.01190999988,2.52000,4.08800
-0.01190800034,2.57600,3.97600
-0.01190599985,2.74400,3.97600
-0.01190400030,2.74400,3.92000
-0.01190199982,2.80000,3.92000
-0.01190000027,2.80000,3.80800
-0.01189799979,2.96800,3.75200
-0.01189600024,3.08000,3.75200
-0.01189399976,3.08000,3.69600
-0.01189200021,3.08000,3.69600
-0.01188999973,3.13600,3.58400
-0.01188800018,3.24800,3.58400
-0.01188599970,3.30400,3.52800
-0.01188400015,3.30400,3.41600
-0.01188199967,3.36000,3.41600
-0.01188000012,3.47200,3.36000
-0.01187799964,3.52800,3.36000
-0.01187600009,3.52800,3.24800
-0.01187399961,3.64000,3.24800
-0.01187200006,3.69600,3.19200
-0.01186999958,3.80800,3.19200
-0.01186800003,3.80800,3.02400
-0.01186599955,3.80800,3.02400
-0.01186400000,3.86400,3.02400
-0.01186199952,3.92000,2.91200
-0.01185999997,4.03200,2.91200
-0.01185800042,4.03200,2.80000
-0.01185599994,4.08800,2.80000
-0.01185400039,4.08800,2.68800
-0.01185199991,4.08800,2.68800
-0.01185000036,4.20000,2.63200
-0.01184799988,4.20000,2.63200
-0.01184600033,4.25600,2.52000
-0.01184399985,4.25600,2.46400
-0.01184200030,4.36800,2.35200
-0.01183999982,4.36800,2.29600
-0.01183800027,4.36800,2.29600
-0.01183599979,4.42400,2.18400
-0.01183400024,4.42400,2.12800
-0.01183199976,4.42400,2.12800
-0.01183000021,4.42400,2.01600
-0.01182799973,4.42400,1.96000
-0.01182600018,4.48000,1.96000
-0.01182399970,4.42400,1.90400
-0.01182200015,4.42400,1.79200
-0.01181999967,4.42400,1.73600
-0.01181800012,4.48000,1.62400
-0.01181599963,4.48000,1.62400
-0.01181400008,4.48000,1.56800
-0.01181199960,4.48000,1.45600
-0.01181000005,4.42400,1.40000
-0.01180799957,4.42400,1.28800
-0.01180600002,4.42400,1.28800
-0.01180399954,4.48000,1.23200
-0.01180199999,4.42400,1.23200
-0.01179999951,4.42400,1.12000
-0.01179799996,4.42400,1.06400
-0.01179600041,4.48000,0.95200
-0.01179399993,4.42400,0.95200
-0.01179200038,4.48000,0.89600
-0.01178999990,4.42400,0.84000
-0.01178800035,4.42400,0.72800
-0.01178599987,4.42400,0.67200
-0.01178400032,4.42400,0.67200
-0.01178199984,4.42400,0.56000
-0.01178000029,4.48000,0.50400
-0.01177799981,4.48000,0.39200
-0.01177600026,4.42400,0.33600
-0.01177399978,4.42400,0.33600
-0.01177200023,4.48000,0.22400
-0.01176999975,4.42400,0.16800
-0.01176800020,4.42400,0.05600
-0.01176599972,4.42400,0.00
-0.01176400017,4.42400,0.00
-0.01176199969,4.36800,-0.05600
-0.01176000014,4.48000,-0.16800
-0.01175799966,4.42400,-0.22400
-0.01175600011,4.42400,-0.22400
-0.01175399963,4.42400,-0.33600
-0.01175200008,4.42400,-0.33600
-0.01174999960,4.42400,-0.39200
-0.01174800005,4.42400,-0.56000
-0.01174599957,4.48000,-0.67200
-0.01174400002,4.42400,-0.67200
-0.01174199954,4.42400,-0.67200
-0.01173999999,4.42400,-0.72800
-0.01173799951,4.42400,-0.84000
-0.01173599996,4.42400,-0.95200
-0.01173400041,4.42400,-0.95200
-0.01173199993,4.42400,-0.95200
-0.01173000038,4.42400,-1.12000
-0.01172799990,4.42400,-1.12000
-0.01172600035,4.42400,-1.23200
-0.01172399987,4.42400,-1.28800
-0.01172200032,4.42400,-1.28800
-0.01171999983,4.42400,-1.40000
-0.01171800029,4.42400,-1.40000
-0.01171599980,4.42400,-1.56800
-0.01171400025,4.48000,-1.56800
-0.01171199977,4.42400,-1.62400
-0.01171000022,4.42400,-1.73600
-0.01170799974,4.42400,-1.79200
-0.01170600019,4.42400,-1.79200
-0.01170399971,4.42400,-1.90400
-0.01170200016,4.42400,-1.96000
-0.01169999968,4.48000,-1.96000
-0.01169800013,4.42400,-1.96000
-0.01169599965,4.48000,-2.12800
-0.01169400010,4.42400,-2.18400
-0.01169199962,4.42400,-2.29600
-0.01169000007,4.42400,-2.29600
-0.01168799959,4.48000,-2.35200
-0.01168600004,4.42400,-2.35200
-0.01168399956,4.42400,-2.52000
-0.01168200001,4.42400,-2.63200
-0.01167999953,4.42400,-2.63200
-0.01167799998,4.42400,-2.63200
-0.01167600043,4.42400,-2.68800
-0.01167399995,4.42400,-2.68800
-0.01167200040,4.42400,-2.80000
-0.01166999992,4.42400,-2.85600
-0.01166800037,4.42400,-2.91200
-0.01166599989,4.42400,-2.91200
-0.01166400034,4.42400,-2.91200
-0.01166199986,4.42400,-3.02400
-0.01166000031,4.42400,-3.08000
-0.01165799983,4.42400,-3.19200
-0.01165600028,4.42400,-3.24800
-0.01165399980,4.42400,-3.24800
-0.01165200025,4.42400,-3.24800
-0.01164999977,4.42400,-3.36000
-0.01164800022,4.42400,-3.36000
-0.01164599974,4.42400,-3.41600
-0.01164400019,4.42400,-3.52800
-0.01164199971,4.42400,-3.58400
-0.01164000016,4.42400,-3.58400
-0.01163799968,4.42400,-3.58400
-0.01163600013,4.42400,-3.69600
-0.01163399965,4.42400,-3.69600
-0.01163200010,4.42400,-3.75200
-0.01162999962,4.42400,-3.80800
-0.01162800007,4.42400,-3.80800
-0.01162599958,4.42400,-3.92000
-0.01162400004,4.36800,-3.92000
-0.01162199955,4.36800,-3.92000
-0.01162000000,4.25600,-3.97600
-0.01161799952,4.20000,-3.97600
-0.01161599997,4.08800,-3.97600
-0.01161400042,4.08800,-4.08800
-0.01161199994,4.08800,-4.14400
-0.01161000039,3.92000,-4.14400
-0.01160799991,3.92000,-4.25600
-0.01160600036,3.92000,-4.25600
-0.01160399988,3.86400,-4.25600
-0.01160200033,3.80800,-4.31200
-0.01159999985,3.80800,-4.31200
-0.01159800030,3.69600,-4.31200
-0.01159599982,3.69600,-4.42400
-0.01159400027,3.64000,-4.42400
-0.01159199979,3.52800,-4.48000
-0.01159000024,3.47200,-4.48000
-0.01158799976,3.47200,-4.59200
-0.01158600021,3.36000,-4.48000
-0.01158399973,3.30400,-4.59200
-0.01158200018,3.24800,-4.59200
-0.01157999970,3.13600,-4.64800
-0.01157800015,3.13600,-4.64800
-0.01157599967,3.13600,-4.64800
-0.01157400012,3.08000,-4.64800
-0.01157199964,2.96800,-4.76000
-0.01157000009,2.96800,-4.76000
-0.01156799961,2.80000,-4.76000
-0.01156600006,2.80000,-4.76000
-0.01156399958,2.74400,-4.81600
-0.01156200003,2.68800,-4.81600
-0.01155999955,2.57600,-4.81600
-0.01155800000,2.52000,-4.81600
-0.01155599952,2.52000,-4.87200
-0.01155399997,2.40800,-4.87200
-0.01155200042,2.35200,-4.87200
-0.01154999994,2.24000,-4.87200
-0.01154800039,2.24000,-4.87200
-0.01154599991,2.18400,-4.87200
-0.01154400036,2.12800,-4.87200
-0.01154199988,2.01600,-4.87200
-0.01154000033,2.01600,-4.87200
-0.01153799985,1.96000,-4.98400
-0.01153600030,1.84800,-4.98400
-0.01153399982,1.79200,-4.98400
-0.01153200027,1.68000,-4.98400
-0.01152999979,1.62400,-4.98400
-0.01152800024,1.62400,-4.98400
-0.01152599975,1.56800,-4.98400
-0.01152400021,1.45600,-4.98400
-0.01152199972,1.40000,-4.98400
-0.01152000017,1.28800,-4.98400
-0.01151799969,1.23200,-4.87200
-0.01151600014,1.12000,-4.98400
-0.01151399966,1.12000,-4.98400
-0.01151200011,1.06400,-4.98400
-0.01150999963,1.00800,-4.98400
-0.01150800008,0.89600,-4.98400
-0.01150599960,0.89600,-4.98400
-0.01150400005,0.84000,-4.87200
-0.01150199957,0.72800,-4.87200
-0.01150000002,0.67200,-4.98400
-0.01149799954,0.56000,-4.98400
-0.01149599999,0.50400,-4.87200
-0.01149399951,0.44800,-4.87200
-0.01149199996,0.33600,-4.87200
-0.01149000041,0.28000,-4.87200
-0.01148799993,0.16800,-4.87200
-0.01148600038,0.11200,-4.87200
-0.01148399990,0.11200,-4.87200
-0.01148200035,0.00,-4.87200
-0.01147999987,-0.05600,-4.87200
-0.01147800032,-0.11200,-4.87200
-0.01147599984,-0.22400,-4.81600
-0.01147400029,-0.22400,-4.81600
-0.01147199981,-0.39200,-4.81600
-0.01147000026,-0.39200,-4.81600
-0.01146799978,-0.56000,-4.76000
-0.01146600023,-0.56000,-4.76000
-0.01146399975,-0.61600,-4.76000
-0.01146200020,-0.67200,-4.76000
-0.01145999972,-0.78400,-4.64800
-0.01145800017,-0.78400,-4.59200
-0.01145599969,-0.95200,-4.59200
-0.01145400014,-0.95200,-4.59200
-0.01145199966,-1.00800,-4.59200
-0.01145000011,-1.12000,-4.59200
-0.01144799963,-1.17600,-4.48000
-0.01144600008,-1.23200,-4.48000
-0.01144399960,-1.23200,-4.48000
-0.01144200005,-1.34400,-4.42400
-0.01143999957,-1.40000,-4.42400
-0.01143800002,-1.51200,-4.31200
-0.01143599954,-1.56800,-4.31200
-0.01143399999,-1.68000,-4.31200
-0.01143200044,-1.68000,-4.25600
-0.01142999995,-1.79200,-4.25600
-0.01142800041,-1.90400,-4.25600
-0.01142599992,-1.96000,-4.14400
-0.01142400037,-1.96000,-4.14400
-0.01142199989,-2.07200,-4.08800
-0.01142000034,-2.12800,-4.08800
-0.01141799986,-2.12800,-3.97600
-0.01141600031,-2.24000,-3.92000
-0.01141399983,-2.35200,-3.92000
-0.01141200028,-2.35200,-3.92000
-0.01140999980,-2.46400,-3.92000
-0.01140800025,-2.46400,-3.80800
-0.01140599977,-2.63200,-3.80800
-0.01140400022,-2.63200,-3.75200
-0.01140199974,-2.63200,-3.75200
-0.01140000019,-2.68800,-3.58400
-0.01139799971,-2.80000,-3.58400
-0.01139600016,-2.85600,-3.58400
-0.01139399968,-2.91200,-3.52800
-0.01139200013,-2.91200,-3.52800
-0.01138999965,-3.02400,-3.41600
-0.01138800010,-3.08000,-3.36000
-0.01138599962,-3.08000,-3.36000
-0.01138400007,-3.19200,-3.24800
-0.01138199959,-3.24800,-3.24800
-0.01138000004,-3.24800,-3.19200
-0.01137799956,-3.36000,-3.19200
-0.01137600001,-3.41600,-3.08000
-0.01137399953,-3.41600,-3.02400
-0.01137199998,-3.47200,-2.91200
-0.01137000043,-3.58400,-2.91200
-0.01136799995,-3.58400,-2.91200
-0.01136600040,-3.64000,-2.85600
-0.01136399992,-3.75200,-2.80000
-0.01136200037,-3.75200,-2.80000
-0.01135999989,-3.80800,-2.68800
-0.01135800034,-3.92000,-2.63200
-0.01135599986,-3.92000,-2.63200
-0.01135400031,-3.97600,-2.52000
-0.01135199983,-3.97600,-2.52000
-0.01135000028,-4.03200,-2.35200
-0.01134799980,-4.03200,-2.29600
-0.01134600025,-4.14400,-2.29600
-0.01134399977,-4.20000,-2.29600
-0.01134200022,-4.20000,-2.18400
-0.01133999974,-4.20000,-2.18400
-0.01133800019,-4.20000,-2.01600
-0.01133599970,-4.31200,-1.96000
-0.01133400016,-4.36800,-1.96000
-0.01133199967,-4.48000,-1.90400
-0.01133000012,-4.48000,-1.79200
-0.01132799964,-4.53600,-1.79200
-0.01132600009,-4.53600,-1.73600
-0.01132399961,-4.53600,-1.62400
-0.01132200006,-4.59200,-1.62400
-0.01131999958,-4.70400,-1.56800
-0.01131800003,-4.59200,-1.45600
-0.01131599955,-4.59200,-1.40000
-0.01131400000,-4.70400,-1.28800
-0.01131199952,-4.59200,-1.28800
-0.01130999997,-4.59200,-1.28800
-0.01130800042,-4.59200,-1.23200
-0.01130599994,-4.59200,-1.06400
-0.01130400039,-4.59200,-1.06400
-0.01130199991,-4.59200,-0.95200
-0.01130000036,-4.59200,-0.95200
-0.01129799988,-4.59200,-0.89600
-0.01129600033,-4.59200,-0.84000
-0.01129399985,-4.53600,-0.67200
-0.01129200030,-4.59200,-0.67200
-0.01128999982,-4.59200,-0.67200
-0.01128800027,-4.59200,-0.50400
-0.01128599979,-4.59200,-0.50400
-0.01128400024,-4.53600,-0.33600
-0.01128199976,-4.59200,-0.33600
-0.01128000021,-4.59200,-0.33600
-0.01127799973,-4.59200,-0.22400
-0.01127600018,-4.59200,-0.16800
-0.01127399970,-4.59200,-0.05600
-0.01127200015,-4.59200,0.00
-0.01126999967,-4.59200,0.00
-0.01126800012,-4.53600,0.05600
-0.01126599964,-4.53600,0.16800
-0.01126400009,-4.59200,0.16800
-0.01126199961,-4.59200,0.33600
-0.01126000006,-4.59200,0.33600
-0.01125799958,-4.53600,0.39200
-0.01125600003,-4.59200,0.50400
-0.01125399955,-4.59200,0.56000
-0.01125200000,-4.59200,0.67200
-0.01124999952,-4.59200,0.67200
-0.01124799997,-4.59200,0.72800
-0.01124600042,-4.59200,0.84000
-0.01124399994,-4.59200,0.89600
-0.01124200039,-4.53600,0.95200
-0.01123999991,-4.59200,0.95200
-0.01123800036,-4.53600,1.06400
-0.01123599987,-4.53600,1.06400
-0.01123400033,-4.53600,1.12000
-0.01123199984,-4.53600,1.23200
-0.01123000029,-4.59200,1.28800
-0.01122799981,-4.59200,1.28800
-0.01122600026,-4.59200,1.40000
-0.01122399978,-4.59200,1.45600
-0.01122200023,-4.59200,1.56800
-0.01121999975,-4.59200,1.62400
-0.01121800020,-4.59200,1.62400
-0.01121599972,-4.59200,1.73600
-0.01121400017,-4.59200,1.79200
-0.01121199969,-4.59200,1.90400
-0.01121000014,-4.53600,1.96000
-0.01120799966,-4.53600,1.96000
-0.01120600011,-4.59200,1.96000
-0.01120399963,-4.59200,2.01600
-0.01120200008,-4.59200,2.12800
-0.01119999960,-4.59200,2.29600
-0.01119800005,-4.59200,2.29600
-0.01119599957,-4.59200,2.29600
-0.01119400002,-4.59200,2.35200
-0.01119199954,-4.53600,2.46400
-0.01118999999,-4.59200,2.46400
-0.01118799951,-4.53600,2.52000
-0.01118599996,-4.59200,2.63200
-0.01118400041,-4.59200,2.63200
-0.01118199993,-4.59200,2.68800
-0.01118000038,-4.53600,2.80000
-0.01117799990,-4.59200,2.85600
-0.01117600035,-4.53600,2.91200
-0.01117399987,-4.53600,2.91200
-0.01117200032,-4.59200,2.91200
-0.01116999984,-4.59200,3.02400
-0.01116800029,-4.59200,3.08000
-0.01116599981,-4.59200,3.19200
-0.01116400026,-4.59200,3.24800
-0.01116199978,-4.59200,3.24800
-0.01116000023,-4.59200,3.24800
-0.01115799975,-4.53600,3.36000
-0.01115600020,-4.59200,3.36000
-0.01115399972,-4.53600,3.41600
-0.01115200017,-4.59200,3.41600
-0.01114999969,-4.59200,3.58400
-0.01114800014,-4.59200,3.58400
-0.01114599966,-4.59200,3.58400
-0.01114400011,-4.59200,3.69600
-0.01114199962,-4.59200,3.69600
-0.01114000008,-4.53600,3.75200
-0.01113799959,-4.48000,3.80800
-0.01113600004,-4.36800,3.80800
-0.01113399956,-4.36800,3.92000
-0.01113200001,-4.36800,3.92000
-0.01112999953,-4.31200,3.92000
-0.01112799998,-4.20000,3.97600
-0.01112600043,-4.20000,3.97600
-0.01112399995,-4.14400,4.08800
-0.01112200040,-4.14400,4.08800
-0.01111999992,-3.97600,4.25600
-0.01111800037,-3.97600,4.25600
-0.01111599989,-3.97600,4.25600
-0.01111400034,-3.92000,4.25600
-0.01111199986,-3.92000,4.31200
-0.01111000031,-3.92000,4.31200
-0.01110799983,-3.80800,4.42400
-0.01110600028,-3.80800,4.42400
-0.01110399980,-3.75200,4.48000
-0.01110200025,-3.64000,4.48000
-0.01109999977,-3.58400,4.59200
-0.01109800022,-3.47200,4.59200
-0.01109599974,-3.47200,4.59200
-0.01109400019,-3.41600,4.59200
-0.01109199971,-3.36000,4.59200
-0.01109000016,-3.36000,4.64800
-0.01108799968,-3.24800,4.76000
-0.01108600013,-3.19200,4.64800
-0.01108399965,-3.19200,4.76000
-0.01108200010,-3.08000,4.81600
-0.01107999962,-3.02400,4.81600
-0.01107800007,-2.91200,4.87200
-0.01107599959,-2.91200,4.87200
-0.01107400004,-2.85600,4.87200
-0.01107199956,-2.80000,4.87200
-0.01107000001,-2.80000,4.87200
-0.01106799953,-2.68800,4.87200
-0.01106599998,-2.63200,4.87200
-0.01106400043,-2.63200,4.98400
-0.01106199995,-2.52000,4.98400
-0.01106000040,-2.46400,4.98400
-0.01105799992,-2.46400,4.98400
-0.01105600037,-2.35200,5.04000
-0.01105399989,-2.29600,5.04000
-0.01105200034,-2.24000,5.04000
-0.01104999986,-2.12800,5.04000
-0.01104800031,-2.07200,5.04000
-0.01104599983,-1.96000,5.04000
-0.01104400028,-1.96000,5.15200
-0.01104199979,-1.96000,5.04000
-0.01104000024,-1.79200,5.15200
-0.01103799976,-1.79200,5.15200
-0.01103600021,-1.68000,5.15200
-0.01103399973,-1.56800,5.15200
-0.01103200018,-1.51200,5.20800
-0.01102999970,-1.51200,5.15200
-0.01102800015,-1.34400,5.20800
-0.01102599967,-1.34400,5.15200
-0.01102400012,-1.23200,5.20800
-0.01102199964,-1.17600,5.20800
-0.01102000009,-1.17600,5.20800
-0.01101799961,-1.00800,5.20800
-0.01101600006,-1.00800,5.20800
-0.01101399958,-0.95200,5.20800
-0.01101200003,-0.84000,5.20800
-0.01100999955,-0.78400,5.20800
-0.01100800000,-0.67200,5.15200
-0.01100599952,-0.67200,5.15200
-0.01100399997,-0.56000,5.20800
-0.01100200042,-0.56000,5.15200
-0.01099999994,-0.56000,5.15200
-0.01099800039,-0.39200,5.15200
-0.01099599991,-0.39200,5.15200
-0.01099400036,-0.22400,5.15200
-0.01099199988,-0.22400,5.04000
-0.01099000033,-0.11200,5.15200
-0.01098799985,-0.05600,5.04000
-0.01098600030,0.00,5.04000
-0.01098399982,0.11200,5.04000
-0.01098200027,0.16800,5.04000
-0.01097999979,0.28000,5.04000
-0.01097800024,0.28000,4.98400
-0.01097599976,0.44800,4.98400
-0.01097400021,0.44800,4.98400
-0.01097199973,0.50400,4.98400
-0.01097000018,0.56000,4.98400
-0.01096799970,0.67200,4.87200
-0.01096600015,0.72800,4.87200
-0.01096399967,0.72800,4.87200
-0.01096200012,0.89600,4.87200
-0.01095999964,0.89600,4.87200
-0.01095800009,1.00800,4.81600
-0.01095599961,1.12000,4.81600
-0.01095400006,1.12000,4.81600
-0.01095199957,1.23200,4.76000
-0.01095000003,1.28800,4.76000
-0.01094799954,1.40000,4.64800
-0.01094599999,1.40000,4.64800
-0.01094399951,1.40000,4.64800
-0.01094199996,1.56800,4.59200
-0.01094000041,1.62400,4.59200
-0.01093799993,1.68000,4.48000
-0.01093600038,1.79200,4.48000
-0.01093399990,1.79200,4.48000
-0.01093200035,1.84800,4.42400
-0.01092999987,1.84800,4.42400
-0.01092800032,1.96000,4.31200
-0.01092599984,2.01600,4.31200
-0.01092400029,2.18400,4.31200
-0.01092199981,2.18400,4.25600
-0.01092000026,2.24000,4.25600
-0.01091799978,2.35200,4.25600
-0.01091600023,2.40800,4.14400
-0.01091399975,2.40800,4.14400
-0.01091200020,2.52000,4.08800
-0.01090999972,2.57600,4.08800
-0.01090800017,2.68800,3.97600
-0.01090599969,2.68800,3.92000
-0.01090400014,2.74400,3.92000
-0.01090199966,2.74400,3.92000
-0.01090000011,2.80000,3.80800
-0.01089799963,2.91200,3.80800
-0.01089600008,2.96800,3.69600
-0.01089399960,3.08000,3.69600
-0.01089200005,3.13600,3.69600
-0.01088999957,3.13600,3.58400
-0.01088800002,3.30400,3.58400
-0.01088599954,3.24800,3.52800
-0.01088399999,3.36000,3.52800
-0.01088199951,3.36000,3.41600
-0.01087999996,3.47200,3.41600
-0.01087800041,3.52800,3.24800
-0.01087599993,3.52800,3.24800
-0.01087400038,3.64000,3.24800
-0.01087199990,3.69600,3.19200
-0.01087000035,3.69600,3.19200
-0.01086799987,3.80800,3.02400
-0.01086600032,3.80800,3.02400
-0.01086399984,3.86400,2.91200
-0.01086200029,3.92000,2.91200
-0.01085999981,3.92000,2.91200
-0.01085800026,4.03200,2.80000
-0.01085599978,4.08800,2.80000
-0.01085400023,4.08800,2.68800
-0.01085199974,4.08800,2.63200
-0.01085000020,4.20000,2.63200
-0.01084799971,4.25600,2.52000
-0.01084600016,4.20000,2.52000
-0.01084399968,4.25600,2.46400
-0.01084200013,4.36800,2.35200
-0.01083999965,4.36800,2.29600
-0.01083800010,4.36800,2.29600
-0.01083599962,4.42400,2.18400
-0.01083400007,4.42400,2.12800
-0.01083199959,4.42400,2.12800
-0.01083000004,4.48000,2.01600
-0.01082799956,4.42400,1.96000
-0.01082600001,4.42400,1.90400
-0.01082399953,4.48000,1.90400
-0.01082199998,4.48000,1.79200
-0.01082000043,4.42400,1.73600
-0.01081799995,4.42400,1.62400
-0.01081600040,4.42400,1.62400
-0.01081399992,4.42400,1.56800
-0.01081200037,4.48000,1.45600
-0.01080999989,4.42400,1.40000
-0.01080800034,4.42400,1.28800
-0.01080599986,4.42400,1.28800
-0.01080400031,4.42400,1.28800
-0.01080199983,4.42400,1.23200
-0.01080000028,4.42400,1.12000
-0.01079799980,4.42400,0.95200
-0.01079600025,4.42400,0.95200
-0.01079399977,4.42400,0.95200
-0.01079200022,4.48000,0.89600
-0.01078999974,4.42400,0.84000
-0.01078800019,4.42400,0.72800
-0.01078599971,4.42400,0.67200
-0.01078400016,4.42400,0.67200
-0.01078199968,4.42400,0.56000
-0.01078000013,4.48000,0.39200
-0.01077799965,4.42400,0.33600
-0.01077600010,4.48000,0.33600
-0.01077399962,4.48000,0.33600
-0.01077200007,4.48000,0.22400
-0.01076999959,4.48000,0.16800
-0.01076800004,4.42400,0.05600
-0.01076599956,4.42400,0.00
-0.01076400001,4.48000,0.00
-0.01076199953,4.42400,0.00
-0.01075999998,4.42400,-0.16800
-0.01075800043,4.42400,-0.16800
-0.01075599995,4.48000,-0.33600
-0.01075400040,4.48000,-0.33600
-0.01075199991,4.42400,-0.33600
-0.01075000037,4.42400,-0.39200
-0.01074799988,4.42400,-0.56000
-0.01074600033,4.48000,-0.56000
-0.01074399985,4.42400,-0.67200
-0.01074200030,4.42400,-0.67200
-0.01073999982,4.42400,-0.72800
-0.01073800027,4.48000,-0.89600
-0.01073599979,4.42400,-0.89600
-0.01073400024,4.48000,-0.95200
-0.01073199976,4.42400,-0.95200
-0.01073000021,4.48000,-1.12000
-0.01072799973,4.42400,-1.12000
-0.01072600018,4.42400,-1.23200
-0.01072399970,4.48000,-1.28800
-0.01072200015,4.42400,-1.28800
-0.01071999967,4.48000,-1.40000
-0.01071800012,4.42400,-1.45600
-0.01071599964,4.42400,-1.56800
-0.01071400009,4.42400,-1.62400
-0.01071199961,4.42400,-1.62400
-0.01071000006,4.42400,-1.73600
-0.01070799958,4.42400,-1.73600
-0.01070600003,4.42400,-1.79200
-0.01070399955,4.42400,-1.90400
-0.01070200000,4.42400,-1.96000
-0.01069999952,4.42400,-1.96000
-0.01069799997,4.42400,-2.01600
-0.01069600042,4.42400,-2.12800
-0.01069399994,4.42400,-2.18400
-0.01069200039,4.42400,-2.18400
-0.01068999991,4.48000,-2.29600
-0.01068800036,4.48000,-2.35200
-0.01068599988,4.48000,-2.35200
-0.01068400033,4.48000,-2.52000
-0.01068199985,4.42400,-2.52000
-0.01068000030,4.42400,-2.63200
-0.01067799982,4.42400,-2.63200
-0.01067600027,4.48000,-2.68800
-0.01067399979,4.42400,-2.80000
-0.01067200024,4.42400,-2.80000
-0.01066999976,4.42400,-2.85600
-0.01066800021,4.42400,-2.85600
-0.01066599973,4.42400,-2.91200
-0.01066400018,4.42400,-2.91200
-0.01066199970,4.42400,-3.02400
-0.01066000015,4.42400,-3.08000
-0.01065799966,4.42400,-3.08000
-0.01065600011,4.42400,-3.19200
-0.01065399963,4.42400,-3.24800
-0.01065200008,4.42400,-3.24800
-0.01064999960,4.42400,-3.36000
-0.01064800005,4.42400,-3.36000
-0.01064599957,4.48000,-3.52800
