%Source,CH1,CH2
%Second,Volt,Volt
-0.01958600059,3.47200,-4.59200
-0.01958400011,3.36000,-4.59200
-0.01958199963,3.30400,-4.59200
-0.01957999915,3.24800,-4.59200
-0.01957800053,3.13600,-4.64800
-0.01957600005,3.13600,-4.64800
-0.01957399957,3.08000,-4.64800
-0.01957199909,2.96800,-4.76000
-0.01957000047,2.96800,-4.76000
-0.01956799999,2.80000,-4.76000
-0.01956599951,2.80000,-4.81600
-0.01956399903,2.74400,-4.76000
-0.01956200041,2.68800,-4.81600
-0.01955999993,2.68800,-4.81600
-0.01955799945,2.52000,-4.87200
-0.01955600083,2.52000,-4.87200
-0.01955400035,2.40800,-4.87200
-0.01955199987,2.35200,-4.87200
-0.01954999939,2.35200,-4.87200
-0.01954800077,2.24000,-4.87200
-0.01954600029,2.18400,-4.87200
-0.01954399981,2.12800,-4.87200
-0.01954199933,2.01600,-4.98400
-0.01954000071,2.01600,-4.87200
-0.01953800023,1.96000,-4.87200
-0.01953599975,1.84800,-4.98400
-0.01953399926,1.79200,-4.87200
-0.01953200065,1.68000,-4.98400
-0.01953000017,1.68000,-4.98400
-0.01952799968,1.56800,-4.98400
-0.01952599920,1.56800,-4.98400
-0.01952400059,1.45600,-4.98400
-0.01952200010,1.40000,-4.98400
-0.01951999962,1.28800,-4.98400
-0.01951799914,1.23200,-4.98400
-0.01951600052,1.12000,-4.98400
-0.01951400004,1.12000,-4.98400
-0.01951199956,1.06400,-4.98400
-0.01950999908,1.00800,-4.98400
-0.01950800046,0.89600,-4.98400
-0.01950599998,0.89600,-4.98400
-0.01950399950,0.72800,-4.98400
-0.01950199902,0.67200,-4.98400
-0.01950000040,0.56000,-4.87200
-0.01949799992,0.56000,-4.87200
-0.01949599944,0.50400,-4.87200
-0.01949400082,0.44800,-4.87200
-0.01949200034,0.28000,-4.87200
-0.01948999986,0.28000,-4.87200
-0.01948799938,0.16800,-4.87200
-0.01948600076,0.11200,-4.87200
-0.01948400028,0.11200,-4.87200
-0.01948199980,-0.05600,-4.87200
-0.01947999932,-0.05600,-4.87200
-0.01947800070,-0.11200,-4.87200
-0.01947600022,-0.22400,-4.81600
-0.01947399974,-0.28000,-4.81600
-0.01947199926,-0.39200,-4.81600
-0.01947000064,-0.39200,-4.81600
-0.01946800016,-0.44800,-4.76000
-0.01946599968,-0.56000,-4.76000
-0.01946399920,-0.61600,-4.76000
-0.01946200058,-0.67200,-4.64800
-0.01946000010,-0.78400,-4.64800
-0.01945799962,-0.84000,-4.59200
-0.01945599914,-0.95200,-4.59200
-0.01945400052,-1.00800,-4.59200
-0.01945200004,-1.00800,-4.59200
-0.01944999956,-1.17600,-4.48000
-0.01944799908,-1.17600,-4.48000
-0.01944600046,-1.17600,-4.48000
-0.01944399998,-1.34400,-4.42400
-0.01944199950,-1.34400,-4.42400
-0.01944000088,-1.40000,-4.42400
-0.01943800040,-1.56800,-4.31200
-0.01943599992,-1.56800,-4.25600
-0.01943399943,-1.68000,-4.25600
-0.01943200082,-1.73600,-4.25600
-0.01943000033,-1.79200,-4.25600
-0.01942799985,-1.79200,-4.25600
-0.01942599937,-1.96000,-4.14400
-0.01942400075,-1.96000,-4.14400
-0.01942200027,-2.07200,-4.14400
-0.01941999979,-2.12800,-3.97600
-0.01941799931,-2.24000,-3.97600
-0.01941600069,-2.29600,-3.92000
-0.01941400021,-2.29600,-3.92000
-0.01941199973,-2.35200,-3.92000
-0.01940999925,-2.35200,-3.80800
-0.01940800063,-2.46400,-3.80800
-0.01940600015,-2.52000,-3.80800
-0.01940399967,-2.63200,-3.75200
-0.01940199919,-2.63200,-3.69600
-0.01940000057,-2.68800,-3.69600
-0.01939800009,-2.68800,-3.58400
-0.01939599961,-2.85600,-3.58400
-0.01939399913,-2.85600,-3.58400
-0.01939200051,-2.91200,-3.52800
-0.01939000003,-3.02400,-3.52800
-0.01938799955,-3.08000,-3.36000
-0.01938599907,-3.08000,-3.36000
-0.01938400045,-3.24800,-3.24800
-0.01938199997,-3.24800,-3.24800
-0.01937999949,-3.24800,-3.19200
-0.01937800087,-3.36000,-3.19200
-0.01937600039,-3.41600,-3.08000
-0.01937399991,-3.47200,-3.02400
-0.01937199943,-3.47200,-2.91200
-0.01937000081,-3.58400,-2.91200
-0.01936800033,-3.64000,-2.91200
-0.01936599985,-3.64000,-2.85600
-0.01936399937,-3.75200,-2.80000
-0.01936200075,-3.75200,-2.68800
-0.01936000027,-3.80800,-2.68800
-0.01935799979,-3.92000,-2.63200
-0.01935599931,-3.92000,-2.63200
-0.01935400069,-3.92000,-2.52000
-0.01935200021,-3.97600,-2.52000
-0.01934999973,-4.03200,-2.46400
-0.01934799924,-4.03200,-2.35200
-0.01934600063,-4.14400,-2.29600
-0.01934400015,-4.14400,-2.29600
-0.01934199966,-4.20000,-2.18400
-0.01933999918,-4.20000,-2.12800
-0.01933800057,-4.31200,-2.01600
-0.01933600008,-4.31200,-1.96000
-0.01933399960,-4.48000,-1.96000
-0.01933199912,-4.48000,-1.90400
-0.01933000050,-4.36800,-1.79200
-0.01932800002,-4.53600,-1.79200
-0.01932599954,-4.53600,-1.73600
-0.01932399906,-4.59200,-1.62400
-0.01932200044,-4.59200,-1.56800
-0.01931999996,-4.70400,-1.45600
-0.01931799948,-4.70400,-1.45600
-0.01931600086,-4.59200,-1.40000
-0.01931400038,-4.59200,-1.28800
-0.01931199990,-4.59200,-1.28800
-0.01930999942,-4.70400,-1.23200
-0.01930800080,-4.59200,-1.12000
-0.01930600032,-4.59200,-1.06400
-0.01930399984,-4.59200,-0.95200
-0.01930199936,-4.59200,-0.95200
-0.01930000074,-4.59200,-0.95200
-0.01929800026,-4.70400,-0.89600
-0.01929599978,-4.59200,-0.72800
-0.01929399930,-4.59200,-0.72800
-0.01929200068,-4.59200,-0.67200
-0.01929000020,-4.59200,-0.56000
-0.01928799972,-4.59200,-0.56000
-0.01928599924,-4.59200,-0.50400
-0.01928400062,-4.59200,-0.39200
-0.01928200014,-4.59200,-0.33600
-0.01927999966,-4.59200,-0.22400
-0.01927799918,-4.59200,-0.22400
-0.01927600056,-4.59200,-0.16800
-0.01927400008,-4.59200,-0.05600
-0.01927199960,-4.59200,0.00
-0.01926999912,-4.59200,0.00
-0.01926800050,-4.59200,0.05600
-0.01926600002,-4.53600,0.16800
-0.01926399954,-4.59200,0.22400
-0.01926199906,-4.59200,0.33600
-0.01926000044,-4.59200,0.33600
-0.01925799996,-4.59200,0.39200
-0.01925599948,-4.53600,0.50400
-0.01925400086,-4.59200,0.50400
-0.01925200038,-4.59200,0.67200
-0.01924999990,-4.59200,0.67200
-0.01924799941,-4.59200,0.72800
-0.01924600080,-4.53600,0.84000
-0.01924400032,-4.59200,0.89600
-0.01924199983,-4.59200,0.95200
-0.01923999935,-4.59200,0.95200
-0.01923800074,-4.59200,1.06400
-0.01923600025,-4.59200,1.06400
-0.01923399977,-4.59200,1.12000
-0.01923199929,-4.59200,1.28800
-0.01923000067,-4.53600,1.28800
-0.01922800019,-4.59200,1.28800
-0.01922599971,-4.59200,1.40000
-0.01922399923,-4.59200,1.45600
-0.01922200061,-4.53600,1.56800
-0.01922000013,-4.59200,1.56800
-0.01921799965,-4.59200,1.62400
-0.01921599917,-4.59200,1.73600
-0.01921400055,-4.59200,1.79200
-0.01921200007,-4.59200,1.90400
-0.01920999959,-4.53600,1.96000
-0.01920799911,-4.59200,1.96000
-0.01920600049,-4.59200,2.01600
-0.01920400001,-4.59200,2.01600
-0.01920199953,-4.59200,2.12800
-0.01919999905,-4.59200,2.29600
-0.01919800043,-4.53600,2.29600
-0.01919599995,-4.59200,2.29600
-0.01919399947,-4.59200,2.35200
-0.01919200085,-4.59200,2.46400
-0.01919000037,-4.53600,2.46400
-0.01918799989,-4.53600,2.52000
-0.01918599941,-4.53600,2.63200
-0.01918400079,-4.59200,2.63200
-0.01918200031,-4.53600,2.68800
-0.01917999983,-4.53600,2.68800
-0.01917799935,-4.59200,2.85600
-0.01917600073,-4.53600,2.85600
-0.01917400025,-4.59200,2.91200
-0.01917199977,-4.59200,2.91200
-0.01916999929,-4.59200,3.02400
-0.01916800067,-4.53600,3.02400
-0.01916600019,-4.59200,3.19200
-0.01916399971,-4.53600,3.19200
-0.01916199923,-4.59200,3.24800
-0.01916000061,-4.53600,3.24800
-0.01915800013,-4.59200,3.36000
-0.01915599965,-4.59200,3.36000
-0.01915399916,-4.59200,3.41600
-0.01915200055,-4.59200,3.52800
-0.01915000007,-4.59200,3.58400
-0.01914799958,-4.59200,3.58400
-0.01914599910,-4.59200,3.58400
-0.01914400049,-4.59200,3.69600
-0.01914200000,-4.59200,3.69600
-0.01913999952,-4.53600,3.75200
-0.01913799904,-4.36800,3.80800
-0.01913600042,-4.48000,3.92000
-0.01913399994,-4.36800,3.92000
-0.01913199946,-4.36800,3.92000
-0.01913000084,-4.36800,3.92000
-0.01912800036,-4.31200,3.97600
-0.01912599988,-4.20000,4.08800
-0.01912399940,-4.14400,4.08800
-0.01912200078,-4.14400,4.14400
-0.01912000030,-4.03200,4.14400
-0.01911799982,-4.03200,4.25600
-0.01911599934,-3.97600,4.25600
-0.01911400072,-3.92000,4.25600
-0.01911200024,-3.92000,4.31200
-0.01910999976,-3.92000,4.31200
-0.01910799928,-3.75200,4.42400
-0.01910600066,-3.75200,4.48000
-0.01910400018,-3.75200,4.48000
-0.01910199970,-3.64000,4.48000
-0.01909999922,-3.58400,4.59200
-0.01909800060,-3.58400,4.59200
-0.01909600012,-3.47200,4.59200
-0.01909399964,-3.41600,4.59200
-0.01909199916,-3.41600,4.64800
-0.01909000054,-3.36000,4.64800
-0.01908800006,-3.24800,4.76000
-0.01908599958,-3.19200,4.76000
-0.01908399910,-3.24800,4.76000
-0.01908200048,-3.08000,4.81600
-0.01908000000,-3.08000,4.81600
-0.01907799952,-2.91200,4.81600
-0.01907599904,-2.91200,4.87200
-0.01907400042,-2.85600,4.87200
-0.01907199994,-2.80000,4.87200
-0.01906999946,-2.80000,4.87200
-0.01906800084,-2.68800,4.87200
-0.01906600036,-2.63200,4.87200
-0.01906399988,-2.63200,4.98400
-0.01906199940,-2.52000,4.98400
-0.01906000078,-2.46400,4.98400
-0.01905800030,-2.35200,4.98400
-0.01905599982,-2.29600,4.98400
-0.01905399933,-2.29600,5.04000
-0.01905200072,-2.12800,5.04000
-0.01905000024,-2.12800,5.04000
-0.01904799975,-2.07200,5.04000
-0.01904599927,-1.96000,5.04000
-0.01904400066,-1.96000,5.20800
-0.01904200017,-1.90400,5.15200
-0.01903999969,-1.79200,5.15200
-0.01903799921,-1.68000,5.15200
-0.01903600059,-1.68000,5.15200
-0.01903400011,-1.51200,5.15200
-0.01903199963,-1.51200,5.20800
-0.01902999915,-1.40000,5.20800
-0.01902800053,-1.40000,5.20800
-0.01902600005,-1.34400,5.20800
